time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.4600000000000017,-3.18531806816,11.8826721588,15.2537938445,0.196971045348,0.225550615564,0.0,-3.63927352715,2.37309702422,3.67206653476,0.055251681073,0.0282855389067,0.0,431.46553847881194,432.0349589355067,431.06832291633043,431.8672242809162
2.520000000000002,-3.40841962068,12.0287553222,15.4754585496,0.200995679258,0.22823664398,0.0,-3.79771375738,2.49655668188,3.71614167377,0.0447462991321,0.0380447635759,0.0,450.29721484434725,451.08643757111344,450.73640469295503,449.8881904864819
2.580000000000002,-3.64046273933,12.1817430522,15.6970079274,0.203694936037,0.232109090249,0.0,-3.93749462639,2.6031408916,3.66860218253,0.0417633537476,0.0229805586177,0.0,422.60252704769425,421.30235746358665,420.3110097745505,420.0535665177697
2.640000000000002,-3.88143653416,12.341528197,15.9174904224,0.206872956226,0.239612498758,0.0,-4.09568927633,2.723120472,3.68015142162,0.0315018765992,-0.0053559532375,0.0,443.29160391853014,440.95657563680646,441.9840488001188,441.13813944593096
2.700000000000002,-4.13255788547,12.5089356877,16.140496923,0.208751355548,0.252468339018,0.0,-4.27624706932,2.85699185571,3.75223746004,0.0301153012865,-0.0463392228933,0.0,465.2663738181073,462.0460690862214,462.66474049174855,462.5558327775471
2.760000000000002,-4.39471996609,12.6843696653,16.3676927925,0.210998163773,0.250282433447,0.0,-4.46232819737,2.99082410528,3.82034437343,0.0215512790506,-0.0560702902812,0.0,463.8848567219993,463.1185494119659,464.7152566916174,464.04353139322757
2.820000000000002,-4.66725925869,12.8672140014,16.5959722446,0.21266849905,0.247574136,0.0,-4.62226791329,3.10400373141,3.78885479242,0.0271857483105,-0.0483178818482,0.0,432.28641206917786,432.93731815660334,431.92331221255756,432.39839533286965
2.880000000000002,-4.94956252045,13.0569917825,16.8229187842,0.217712182152,0.252922961095,0.0,-4.7883553408,3.22217116846,3.7754277216,0.00571390716748,-0.0180349392403,0.0,437.3832802730809,439.89774273568435,440.4236799428795,438.6438933690409
2.940000000000002,-5.24220552025,13.2541266395,17.0499994087,0.218984475729,0.252681064785,0.0,-4.9665145178,3.34890733771,3.79345858008,-0.00611500191126,-0.0293475951243,0.0,451.63797619732645,450.72446826100116,450.7342620253218,449.7770852888121
3.000000000000002,-5.54505331392,13.4584541092,17.2761740769,0.230081013982,0.251012520425,0.0,-5.12846692602,3.4627527682,3.74533412563,0.0297936769189,-0.0270096932328,0.0,429.49410599683216,429.69212571453215,428.1198447503892,431.16487880440735
3.0600000000000023,-5.85839346743,13.6704098509,17.5022446373,0.231858726378,0.253101919719,0.0,-5.3164549527,3.60232104203,3.78962376285,0.0280922172069,-0.00707595303113,0.0,460.1717539166114,461.7472645939784,461.5656927853136,461.4315891703682
3.1200000000000023,-6.18271201855,13.8904122387,17.7295116754,0.235593049264,0.252712173305,0.0,-5.49429411351,3.73121600768,3.78547083435,0.0111665168772,-0.0106460112714,0.0,446.7313741253938,446.4402382179652,448.0208276612575,446.6423372261895
3.1800000000000024,-6.51889125297,14.1191868691,17.9606975311,0.237266200257,0.260771908384,0.0,-5.71239589506,3.8943003143,3.91918325512,-0.00107062361669,0.020484503422,0.0,490.74948974414195,493.05516398116316,492.433245389513,491.52694353562174
3.2400000000000024,-6.8674924298,14.3569778511,18.1967092102,0.237769148368,0.263083773694,0.0,-5.9079535216,4.031803421,3.94716558754,-0.0106073716647,0.0307463311691,0.0,461.1961053464829,462.0061168215859,462.5466966943149,461.7949683829388
3.3000000000000025,-7.22768235322,14.6027607959,18.4334379547,0.237208602418,0.271077291387,0.0,-6.09913207598,4.16056455839,3.94301249769,-0.0150550870855,0.056735995451,0.0,452.71816157537074,454.8057771284102,452.61884921631474,452.2608040769406
3.3600000000000025,-7.5992069748,14.856002479,18.6687620441,0.252253108804,0.275298839873,0.0,-6.28547806078,4.28183485643,3.90013410958,-0.060017970332,0.0455593505854,0.0,441.59619956987314,440.67494878765757,445.15938652163277,441.4635097798813
3.4200000000000026,-7.9822858629,15.1169083705,18.9022912434,0.251417990443,0.279149617923,0.0,-6.48432875593,4.41460411398,3.88358825649,-0.042960245044,0.0327184038045,0.0,452.8394671539876,451.8060000292242,452.70395437478885,454.0728145130285
3.4800000000000026,-8.37656839512,15.384985649,19.1319302827,0.250498232076,0.281106779003,0.0,-6.65894061184,4.52107081422,3.77108531578,-0.0583161994858,0.0323710075776,0.0,421.4704339249488,421.44086501173285,421.24382758608084,419.9119131605112
3.5400000000000027,-8.78200627592,15.6598659404,19.356679472,0.247254999198,0.290459966528,0.0,-6.85655320955,4.64097513842,3.71994653996,-0.0651848501011,0.0610162476671,0.0,442.01809402465295,444.374051902074,442.2611780903002,441.6923110405293
3.6000000000000028,-9.19964921435,15.941930345,19.5786962434,0.245238054811,0.306329900635,0.0,-7.06616203719,4.76050325481,3.67950349546,-0.0512611066139,0.0981109146903,0.0,446.88826995503615,449.90671471516396,446.9476332097182,448.0786840548049
3.660000000000003,-9.63067605853,16.2314778226,19.7997892171,0.246659431778,0.31329467769,0.0,-7.30208662369,4.89072217523,3.68912296519,-0.0292000925402,0.108347757479,0.0,466.67943185583675,467.4863455548353,465.8781688557961,467.59930210425557
3.720000000000003,-10.0765652775,16.5291938319,20.0229083476,0.248164529367,0.320688765981,0.0,-7.56155532281,5.03270142844,3.74664057146,-0.0105937996852,0.11756953774,0.0,484.4336863661505,485.1366408155097,484.0947928325067,485.4931405491582
3.780000000000003,-10.5356318469,16.8334893235,20.2418183898,0.253106423914,0.328452755464,0.0,-7.74155281382,5.11061118744,3.55025956493,-0.037692574119,0.125675731325,0.0,400.9204334001232,401.6712421933197,401.62073881818736,399.15445935621415
3.840000000000003,-11.0077673494,17.1439960038,20.4548184948,0.25458762526,0.336631237749,0.0,-7.99708102757,5.23918115646,3.54840688276,-0.017666058999,0.115643489349,0.0,469.70605173893944,468.93987772977437,469.261791605135,470.81387996293
3.900000000000003,-11.4947927983,17.4617579254,20.6657572617,0.275060162602,0.347749316265,0.0,-8.23787908522,5.35394507133,3.48095300546,0.0319801953141,0.0920156304681,0.0,452.41534572976946,450.51844817707865,449.490292559262,453.4968890191989
3.960000000000003,-11.9963269317,17.7865109754,20.8720590704,0.277842412456,0.353461899225,0.0,-8.48064099949,5.47092015016,3.39495285396,0.0410295574439,0.0957586048675,0.0,448.65772622225995,448.9688610546082,448.39202945319676,449.1273139161546
4.020000000000002,-12.5126877694,18.1183468119,21.0733248279,0.288530343161,0.359377715157,0.0,-8.73200927754,5.59063325993,3.31262550315,0.00838773875562,0.0898806858653,0.0,452.38184283054187,451.9154425056038,453.7798521512325,451.1515380103737
4.080000000000001,-13.0447932595,18.4577968104,21.2707431262,0.289503227644,0.36794375687,0.0,-9.00565050358,5.7237922489,3.26664415529,0.0147900050791,0.108230664175,0.0,466.6554707565725,468.0934441721414,467.22755530392857,467.7264471090739
4.14,-13.5927022047,18.8045323341,21.4631535842,0.290822930604,0.382488991774,0.0,-9.259114894,5.83349290354,3.14569114999,0.0208917693736,0.0759236373213,0.0,446.1281898761903,443.48982967331335,445.0899222908354,445.58909591877523
4.199999999999998,-14.1554927523,19.157365054,21.646778466,0.294242764646,0.387274005909,0.0,-9.50143962236,5.92743426711,2.97469095932,0.035859515604,0.069338708669,0.0,430.07482328832174,429.5209753676541,428.973211460354,430.24294261996533
4.259999999999997,-14.7335051015,19.5161693837,21.8212113959,0.301920457019,0.395573840056,0.0,-9.76647699561,6.03269178422,2.83850436124,0.00888004901752,0.0458183490762,0.0,445.6859942972526,443.7615872530301,444.2169829356027,441.99856257630455
4.319999999999996,-15.3254360166,19.8797381644,21.9823405204,0.303784105428,0.398439780997,0.0,-9.96578172143,6.0862618489,2.53305293153,-0.0050140597066,0.0406860056279,0.0,380.6363138115483,380.1460887142991,381.98518712534826,380.65730569561265
